NK011766.CDS.3	1433B_HUMAN
PN16573709.CDS.2	AK1C3_HUMAN
FS404031.CDS.2	AK1C4_HUMAN
M49251.CDS.1	AK1D1_HUMAN
BD38237828.CDS.2	AK40L_HUMAN
C93886.CDS.1	AKA10_HUMAN
AQ57379971.CDS.1	AKA11_HUMAN
A88810.CDS.1	AKA12_HUMAN
B14551.CDS.3	AKA28_HUMAN
MA351466.CDS.3	AKA7A_HUMAN
FF27431221.CDS.3	AKA7G_HUMAN
CY06122564.CDS.1	AKAI1_HUMAN
S49087.CDS.1	AKAP1_HUMAN
ZG002858.CDS.1	AKAP2_HUMAN
KQ38088573.CDS.1	AKAP3_HUMAN
IK995750.CDS.2	AKAP4_HUMAN
PG015425.CDS.1	AKAP5_HUMAN
KC593807	AKAP6_HUMAN
S94157.CDS.1	AKAP8_HUMAN
RO994770.CDS.2	AKAP9_HUMAN
MU57918914.CDS.2	AKCL1_HUMAN
BK668875.CDS.1	AKCL2_HUMAN
D41089.CDS.1	AKD1A_HUMAN
WO172996.CDS.1	AKD1B_HUMAN
QT516114.CDS.1	AKIB1_HUMAN
KC58476916.CDS.1	AKIP1_HUMAN
AU956148	AKIP_HUMAN
AB33503065	AKIR1_HUMAN
ES98285136.CDS.1	AKIR2_HUMAN
CZ863969.CDS.2	AKNA_HUMAN
QC07196550.CDS.1	AKND1_HUMAN
Y50696.CDS.1	AKP13_HUMAN
UX552029.CDS.1	AKP8L_HUMAN
RN930527.CDS.1	AKT1_HUMAN
O86412	AKT2_HUMAN
DG65711787	AKT3_HUMAN
PO85741190.CDS.2	AKTIP_HUMAN
JE80714300.CDS.1	AKTS1_HUMAN
AI86059395.CDS.2	AL14E_HUMAN
CZ107584.CDS.2	AL1A1_HUMAN
MQ78321093.CDS.2	AL1A2_HUMAN
WL73598218.CDS.1	AL1A3_HUMAN
PZ13022256.CDS.2	AL1B1_HUMAN
WN34341630.CDS.2	AL1L1_HUMAN
E42251.CDS.1	AL1L2_HUMAN
WX884972	AL2CL_HUMAN
OO191762.CDS.1	AL3A1_HUMAN
FF466077.CDS.1	AL3A2_HUMAN
G32142.CDS.2	AL3B1_HUMAN
D44385.CDS.1	AL3B2_HUMAN
HZ613092	AL4A1_HUMAN
ZA13348106.CDS.1	AL5AP_HUMAN
IP926681.CDS.2	AL7A1_HUMAN
TJ77769840.CDS.1	AL8A1_HUMAN
PH062642	AL9A1_HUMAN
TW892094.CDS.1	ALAT1_HUMAN
LK32803215.CDS.1	ALAT2_HUMAN
BM358317.CDS.1	ALBU_HUMAN
JZ139070.CDS.1	ALDH2_HUMAN
ZR75999950.CDS.1	ALDOA_HUMAN
XR809552.CDS.2	ALDOB_HUMAN
D79479.CDS.1	ALDOC_HUMAN
ME96034056.CDS.2	ALDR_HUMAN
XS75110859.CDS.1	ALEX_HUMAN
IY54750344.CDS.2	ALG11_HUMAN
MG91459214.CDS.3	ALG12_HUMAN
R67033.CDS.2	ALG13_HUMAN
HA740046.CDS.3	ALG14_HUMAN
HX69147780.CDS.1	ALG1L_HUMAN
MR799889.CDS.2	ALG1_HUMAN
D03921.CDS.1	ALG2_HUMAN
PM61809742.CDS.1	ALG3_HUMAN
HR97626910.CDS.1	ALG5_HUMAN
HR78159209.CDS.1	ALG6_HUMAN
MK47074653.CDS.3	ALG8_HUMAN
K34862.CDS.2	ALG9_HUMAN
U30846.CDS.1	ALKB1_HUMAN
MJ991058.CDS.1	ALKB2_HUMAN
BU47475437.CDS.1	ALKB3_HUMAN
AB401557.CDS.2	ALKB4_HUMAN
IN34738665.CDS.2	ALKB5_HUMAN
R02743.CDS.1	ALKB6_HUMAN
OJ79761833.CDS.2	ALKB7_HUMAN
K08249.CDS.1	ALKB8_HUMAN
WP67073468.CDS.1	ALKL1_HUMAN
XS12763748.CDS.3	ALKL2_HUMAN
AX66098609.CDS.3	ALKMO_HUMAN
UB465662.CDS.2	ALK_HUMAN
GK60386253.CDS.1	ALLC_HUMAN
M07776.CDS.2	ALMS1_HUMAN
XO11419976.CDS.3	ALPK1_HUMAN
I29758.CDS.2	ALPK2_HUMAN
AP21964130.CDS.1	ALPK3_HUMAN
RJ61861534.CDS.1	ALR_HUMAN
T98574.CDS.1	ALS2_HUMAN
IO052351.CDS.1	ALS_HUMAN
X44162.CDS.2	ALX1_HUMAN
ZM707124.CDS.2	ALX3_HUMAN
O56088.CDS.3	ALX4_HUMAN
AI49265651.CDS.2	AMACR_HUMAN
QN31873862.CDS.1	AMBN_HUMAN
I09725.CDS.1	AMBP_HUMAN
O38217.CDS.1	AMD_HUMAN
UO65525987	AMELX_HUMAN
NE66018047.CDS.1	AMELY_HUMAN
SD83103323.CDS.1	AMER1_HUMAN
LD62325157.CDS.1	AMER2_HUMAN
JA89976040	AMER3_HUMAN
CM013388.CDS.1	AMERL_HUMAN
SP68165728.CDS.2	AMFR_HUMAN
OG895544	AMGO1_HUMAN
C34942	AMGO2_HUMAN
EG91798097.CDS.2	AMGO3_HUMAN
K83239	AMHR2_HUMAN
PT430351.CDS.1	AMMR1_HUMAN
BP392648.CDS.1	AMN1_HUMAN
N94899	AMNLS_HUMAN
S90916.CDS.2	AMOL1_HUMAN
RD697477.CDS.1	AMOL2_HUMAN
WJ533669.CDS.1	AMOT_HUMAN
JL84552472.CDS.1	AMPB_HUMAN
WH423370.CDS.1	AMPD1_HUMAN
I82613.CDS.2	AMPD2_HUMAN
LY43399037.CDS.1	AMPD3_HUMAN
AJ431335	AMPE_HUMAN
NA12665628.CDS.1	AMPH_HUMAN
JE652497.CDS.1	AMPL_HUMAN
L24671	AMPN_HUMAN
EH820789.CDS.2	AMPO_HUMAN
ZK880888.CDS.3	AMPQ_HUMAN
GL88498732.CDS.1	AMRA1_HUMAN
UD161207.CDS.1	AMRP_HUMAN
P28822.CDS.1	AMTN_HUMAN
UD47674417.CDS.1	AMY1_HUMAN
YD673383.CDS.2	AMY2B_HUMAN
BM95039689.CDS.2	AMYP_HUMAN
MD695524.CDS.1	AMZ1_HUMAN
HQ644638.CDS.1	AMZ2_HUMAN
YA970948.CDS.1	AN13A_HUMAN
GH71039504.CDS.1	AN13B_HUMAN
PO559100.CDS.1	AN13C_HUMAN
DU884682.CDS.1	AN13D_HUMAN
WO79287383.CDS.2	AN18A_HUMAN
DM88084503.CDS.2	AN18B_HUMAN
OL65981228.CDS.2	AN20B_HUMAN
KK58401450.CDS.2	AN30A_HUMAN
OT69539705.CDS.1	AN30B_HUMAN
RT901987.CDS.1	AN32A_HUMAN
IU175342.CDS.1	AN32B_HUMAN
ZU601247.CDS.2	AN32C_HUMAN
JU724745.CDS.1	AN32D_HUMAN
EE774399.CDS.1	AN32E_HUMAN
DR529402.CDS.2	AN33B_HUMAN
NR799136.CDS.1	AN34A_HUMAN
ZM434825.CDS.3	AN34B_HUMAN
IN991827.CDS.2	AN34C_HUMAN
NL88614961	AN36A_HUMAN
UU63675012.CDS.1	AN36B_HUMAN
RL67177592	AN36C_HUMAN
YJ00819496.CDS.2	ANAG_HUMAN
GD62397168.CDS.1	ANC2_HUMAN
IL80812081.CDS.1	ANCHR_HUMAN
N78386.CDS.1	ANDR_HUMAN
LC246707	ANFB_HUMAN
GH65919901.CDS.2	ANFC_HUMAN
W58827.CDS.2	ANFY1_HUMAN
T37714.CDS.2	ANF_HUMAN
ES20642507.CDS.1	ANGE1_HUMAN
I70033.CDS.1	ANGE2_HUMAN
NL655447.CDS.3	ANGI_HUMAN
OC853058.CDS.1	ANGL1_HUMAN
TR508232.CDS.1	ANGL2_HUMAN
QQ488582.CDS.1	ANGL3_HUMAN
BF69572751.CDS.2	ANGL4_HUMAN
CJ441230.CDS.2	ANGL5_HUMAN
Y75716.CDS.1	ANGL6_HUMAN
AN00852286.CDS.2	ANGL7_HUMAN
RR79283300.CDS.1	ANGL8_HUMAN
PX112693.CDS.2	ANGP1_HUMAN
FD81909544.CDS.1	ANGP2_HUMAN
DN78987157.CDS.2	ANGP4_HUMAN
AY31836488.CDS.1	ANGT_HUMAN
WY708643.CDS.2	ANHX_HUMAN
WZ73326146.CDS.1	ANK1_HUMAN
TW382336.CDS.2	ANK2_HUMAN
TP295452	ANK3_HUMAN
QJ22113173.CDS.3	ANKAR_HUMAN
YL80162148.CDS.1	ANKE1_HUMAN
RF020215.CDS.1	ANKF1_HUMAN
HF25877883.CDS.1	ANKH1_HUMAN
SI79998884.CDS.1	ANKH_HUMAN
UR632614.CDS.1	ANKK1_HUMAN
AU140600.CDS.1	ANKL1_HUMAN
P10459.CDS.1	ANKL2_HUMAN
BP619941.CDS.2	ANKMT_HUMAN
O27373.CDS.3	ANKR1_HUMAN
YC735362.CDS.1	ANKR2_HUMAN
FA27325261.CDS.3	ANKR6_HUMAN
ZB970157.CDS.1	ANKR7_HUMAN
ZT58283612.CDS.1	ANKR9_HUMAN
N95496.CDS.1	ANKS3_HUMAN
NS52971535.CDS.2	ANKS6_HUMAN
MA08568709.CDS.2	ANKUB_HUMAN
BQ28742923.CDS.1	ANKY1_HUMAN
ZK42692060.CDS.1	ANKY2_HUMAN
AC540113.CDS.1	ANKZ1_HUMAN
YI326070.CDS.3	ANLN_HUMAN
XD59255427	ANM1_HUMAN
FD724091.CDS.1	ANM2_HUMAN
RQ47287383.CDS.1	ANM3_HUMAN
RM85169071.CDS.1	ANM5_HUMAN
IB780961.CDS.1	ANM6_HUMAN
AC984145.CDS.1	ANM7_HUMAN
YK33719606.CDS.1	ANM8_HUMAN
BH680219.CDS.1	ANM9_HUMAN
PI051400.CDS.3	ANO10_HUMAN
MH661838.CDS.1	ANO1_HUMAN
NG79204394.CDS.1	ANO2_HUMAN
PT620334	ANO3_HUMAN
E00231	ANO4_HUMAN
KO256200.CDS.2	ANO5_HUMAN
QN574093.CDS.1	ANO6_HUMAN
H82275.CDS.2	ANO7_HUMAN
FX50392563.CDS.1	ANO8_HUMAN
NW521850.CDS.1	ANO9_HUMAN
EU15878014.CDS.2	ANPRA_HUMAN
M00068.CDS.1	ANPRB_HUMAN
XE25029344.CDS.3	ANPRC_HUMAN
DD475520.CDS.1	ANR10_HUMAN
SK69552348.CDS.1	ANR11_HUMAN
ED094521	ANR12_HUMAN
QQ91405721.CDS.1	ANR16_HUMAN
KO51321369	ANR17_HUMAN
R67080.CDS.1	ANR19_HUMAN
PS67448387.CDS.1	ANR22_HUMAN
ES41883935.CDS.1	ANR23_HUMAN
ZC01349400.CDS.1	ANR24_HUMAN
IB563158.CDS.1	ANR26_HUMAN
LQ34271289	ANR27_HUMAN
FQ55932597.CDS.1	ANR28_HUMAN
FW69688549.CDS.1	ANR29_HUMAN
NT83269205	ANR31_HUMAN
FB86360160.CDS.2	ANR35_HUMAN
FU541022.CDS.1	ANR37_HUMAN
YY667990.CDS.2	ANR39_HUMAN
X82012.CDS.2	ANR40_HUMAN
ZG82123100.CDS.1	ANR42_HUMAN
YC755448.CDS.3	ANR44_HUMAN
ZK233384.CDS.1	ANR45_HUMAN
F84127.CDS.1	ANR46_HUMAN
PD32975256.CDS.1	ANR49_HUMAN
LN29063211.CDS.1	ANR50_HUMAN
Z87586.CDS.1	ANR52_HUMAN
UW73886366.CDS.2	ANR53_HUMAN
A60768.CDS.2	ANR54_HUMAN
Z65517.CDS.1	ANR55_HUMAN
EZ76795992.CDS.2	ANR60_HUMAN
HI446574.CDS.1	ANR61_HUMAN
YW86368704.CDS.1	ANR62_HUMAN
QS36754387.CDS.1	ANR63_HUMAN
XQ57330147.CDS.1	ANR65_HUMAN
I79731.CDS.3	ANR66_HUMAN
Y46641.CDS.1	ANRA2_HUMAN
C74594.CDS.2	ANS1A_HUMAN
R35505.CDS.1	ANS1B_HUMAN
LN085119.CDS.2	ANS4B_HUMAN
KW20382922.CDS.1	ANT3_HUMAN
UJ767144.CDS.1	ANTR1_HUMAN
B10737.CDS.1	ANTR2_HUMAN
FG19665427.CDS.1	ANTRL_HUMAN
J50884.CDS.2	ANX10_HUMAN
ES775443.CDS.1	ANX11_HUMAN
RN80908591.CDS.1	ANX13_HUMAN
YE650297.CDS.1	ANXA1_HUMAN
ED73530381.CDS.1	ANXA2_HUMAN
KJ89979995.CDS.1	ANXA3_HUMAN
YD992079.CDS.3	ANXA4_HUMAN
YR53964863	ANXA5_HUMAN
ZC94621009.CDS.2	ANXA6_HUMAN
FT39237719.CDS.1	ANXA7_HUMAN
GK577938.CDS.1	ANXA8_HUMAN
R75059	ANXA9_HUMAN
BB68548818.CDS.1	AOAH_HUMAN
PM527683.CDS.2	AOC1_HUMAN
TK59912030	AOC2_HUMAN
CM90150229.CDS.2	AOC3_HUMAN
RU301864.CDS.2	AOFA_HUMAN
WI75896322.CDS.1	AOFB_HUMAN
XB93439507.CDS.1	AOXA_HUMAN
TM05873929.CDS.1	AP180_HUMAN
Y26271.CDS.1	AP1AR_HUMAN
PN46076241	AP1B1_HUMAN
CB26396354.CDS.1	AP1G1_HUMAN
PT166155.CDS.1	AP1G2_HUMAN
XZ08988362.CDS.1	AP1M1_HUMAN
T55287.CDS.1	AP1M2_HUMAN
SN871241.CDS.1	AP1S1_HUMAN
BB75180407.CDS.1	AP1S2_HUMAN
CA15958487.CDS.2	AP1S3_HUMAN
Q78596	AP2A1_HUMAN
WO984857.CDS.1	AP2A2_HUMAN
SU97851114.CDS.1	AP2A_HUMAN
TN16230721.CDS.1	AP2B1_HUMAN
SR901244.CDS.1	AP2B_HUMAN
TC406362.CDS.1	AP2C_HUMAN
B58032.CDS.2	AP2D_HUMAN
JS747093.CDS.1	AP2E_HUMAN
TQ158146.CDS.2	AP2M1_HUMAN
U54064.CDS.1	AP2S1_HUMAN
R45215.CDS.1	AP3B1_HUMAN
ZT206435.CDS.1	AP3B2_HUMAN
EJ537706.CDS.2	AP3D1_HUMAN
EU217934.CDS.2	AP3M1_HUMAN
EA297600.CDS.1	AP3M2_HUMAN
JH17401025.CDS.3	AP3S1_HUMAN
AA13908157.CDS.1	AP3S2_HUMAN
XW704545.CDS.1	AP4AT_HUMAN
BB78572654.CDS.1	AP4A_HUMAN
SB29494341.CDS.1	AP4B1_HUMAN
N70185.CDS.3	AP4E1_HUMAN
M64905.CDS.1	AP4M1_HUMAN
FE64290642.CDS.1	AP4S1_HUMAN
PC10218391.CDS.1	AP5B1_HUMAN
PN700498.CDS.1	AP5M1_HUMAN
OG774844.CDS.1	AP5S1_HUMAN
KX67700442.CDS.1	AP5Z1_HUMAN
WH042215.CDS.2	APAF_HUMAN
CK27605866.CDS.1	APBA1_HUMAN
PD86186013.CDS.1	APBA2_HUMAN
JX44027867.CDS.2	APBA3_HUMAN
HK96965583.CDS.3	APBB1_HUMAN
J49179.CDS.2	APBB2_HUMAN
DG753581.CDS.1	APBB3_HUMAN
GS37337040.CDS.2	APBP2_HUMAN
I59818.CDS.2	APC10_HUMAN
HO69459660.CDS.1	APC11_HUMAN
KS49492112.CDS.2	APC13_HUMAN
QK73468319.CDS.1	APC15_HUMAN
AH94912781.CDS.1	APC16_HUMAN
L60229.CDS.1	APC1_HUMAN
JF287203.CDS.1	APC4_HUMAN
OK45830806.CDS.1	APC5_HUMAN
HG62578219.CDS.3	APC7_HUMAN
GW49970200.CDS.3	APCD1_HUMAN
GA04851049.CDS.1	APCDL_HUMAN
OM236507.CDS.1	APCL_HUMAN
XO964538.CDS.2	APC_HUMAN
GP048082	APEL_HUMAN
OQ23850955.CDS.1	APEX1_HUMAN
WO21814800.CDS.1	APEX2_HUMAN
OM648764.CDS.1	APH1A_HUMAN
W45119.CDS.1	APH1B_HUMAN
C78864.CDS.1	API5_HUMAN
SH787307	APJ_HUMAN
LR53554102.CDS.2	APLD1_HUMAN
DB29765171.CDS.2	APLF_HUMAN
SS51727320.CDS.1	APLP1_HUMAN
CT22698707.CDS.3	APLP2_HUMAN
PX398290.CDS.1	APMAP_HUMAN
BC97788067.CDS.1	APOA1_HUMAN
GC057928.CDS.1	APOA2_HUMAN
JP694920.CDS.1	APOA4_HUMAN
NI307421.CDS.1	APOA5_HUMAN
CA13691108.CDS.2	APOA_HUMAN
NY837378.CDS.1	APOBR_HUMAN
O90754.CDS.2	APOB_HUMAN
GD117493.CDS.2	APOC1_HUMAN
QB278736.CDS.1	APOC2_HUMAN
DG92247950.CDS.1	APOC3_HUMAN
YO996830.CDS.3	APOC4_HUMAN
CK71416341.CDS.1	APOD_HUMAN
DY125877.CDS.1	APOE_HUMAN
NL00683044.CDS.3	APOF_HUMAN
B51965.CDS.3	APOH_HUMAN
UR54109190.CDS.2	APOL1_HUMAN
LU562639	APOL2_HUMAN
LQ525338.CDS.3	APOL3_HUMAN
K07282.CDS.1	APOL4_HUMAN
LG686417.CDS.1	APOL5_HUMAN
XM012913.CDS.1	APOL6_HUMAN
DG457237.CDS.1	APOM_HUMAN
UX628459.CDS.3	APRG1_HUMAN
NE642302.CDS.3	APRIO_HUMAN
RS289215.CDS.1	APRV1_HUMAN
JO65275005.CDS.3	APR_HUMAN
W59330.CDS.1	APTX_HUMAN
OE485077.CDS.3	APT_HUMAN
JD22621369	AQ12A_HUMAN
S56971.CDS.3	AQ12B_HUMAN
DJ427194	AQP10_HUMAN
AP282544.CDS.1	AQP11_HUMAN
LS51431010.CDS.1	AQP1_HUMAN
WI54788573.CDS.1	AQP2_HUMAN
PB428034.CDS.2	AQP3_HUMAN
DF63154634.CDS.1	AQP4_HUMAN
Z04681.CDS.1	AQP5_HUMAN
GO22409454.CDS.1	AQP6_HUMAN
G83733.CDS.1	AQP73_HUMAN
W76756.CDS.1	AQP7_HUMAN
IQ70949019.CDS.3	AQP8_HUMAN
XW360373.CDS.1	AQP9_HUMAN
DP374742.CDS.1	AQR_HUMAN
B20629.CDS.2	AR13A_HUMAN
ZE583295.CDS.3	AR13B_HUMAN
TE63496846.CDS.1	AR26L_HUMAN
QW633828	AR2BP_HUMAN
EY16551175	AR6P1_HUMAN
WN39032554.CDS.2	AR6P4_HUMAN
YC451202.CDS.1	AR6P6_HUMAN
TX42314552.CDS.3	ARAF_HUMAN
G42569.CDS.1	ARAID_HUMAN
Y30436.CDS.3	ARAP1_HUMAN
SZ33097517.CDS.2	ARAP2_HUMAN
JK002964.CDS.2	ARAP3_HUMAN
UW08316560.CDS.1	ARAS1_HUMAN
WQ55392911	ARBK1_HUMAN
MJ411351.CDS.1	ARBK2_HUMAN
RE50787194.CDS.1	ARC1A_HUMAN
YH20146120.CDS.1	ARC1B_HUMAN
D23873.CDS.1	ARCH_HUMAN
XN18077097.CDS.1	ARC_HUMAN
SB50691389.CDS.1	AREG_HUMAN
G46956.CDS.1	AREL1_HUMAN
UE439614.CDS.1	ARF1_HUMAN
K28234.CDS.1	ARF3_HUMAN
W47639.CDS.3	ARF4_HUMAN
WH11786622	ARF5_HUMAN
Z38616.CDS.1	ARF6_HUMAN
KA92256495.CDS.3	ARFG1_HUMAN
NO245570.CDS.1	ARFG2_HUMAN
WZ57947278.CDS.1	ARFG3_HUMAN
DR110799.CDS.2	ARFP1_HUMAN
WS06140875.CDS.1	ARFP2_HUMAN
XJ235259.CDS.1	ARFRP_HUMAN
JI487850.CDS.1	ARF_HUMAN
RU960945	ARG28_HUMAN
UA88734644	ARG33_HUMAN
YM29518703.CDS.1	ARG35_HUMAN
AU48466122.CDS.1	ARG39_HUMAN
UO86980559.CDS.2	ARGAL_HUMAN
MR062184.CDS.1	ARGFX_HUMAN
AT40716649.CDS.2	ARGI1_HUMAN
EH64395179.CDS.1	ARGI2_HUMAN
IU17318991.CDS.1	ARGL1_HUMAN
HZ890935.CDS.1	ARH37_HUMAN
X98949	ARH38_HUMAN
S61995.CDS.2	ARH40_HUMAN
W97799.CDS.1	ARHG1_HUMAN
PL06448751.CDS.1	ARHG2_HUMAN
W66451.CDS.1	ARHG3_HUMAN
P31051.CDS.1	ARHG4_HUMAN
KG27257163.CDS.2	ARHG5_HUMAN
XW828010.CDS.1	ARHG6_HUMAN
FG601531.CDS.1	ARHG7_HUMAN
N22712.CDS.3	ARHG8_HUMAN
GY584944.CDS.1	ARHG9_HUMAN
IE65492782.CDS.1	ARHGA_HUMAN
OO14473291.CDS.1	ARHGB_HUMAN
H77443.CDS.3	ARHGC_HUMAN
FS412520	ARHGF_HUMAN
O32498.CDS.2	ARHGG_HUMAN
I24796.CDS.1	ARHGH_HUMAN
BF813636.CDS.1	ARHGI_HUMAN
I37571.CDS.1	ARHGJ_HUMAN
TB797734.CDS.1	ARHGP_HUMAN
KS956386.CDS.1	ARHGQ_HUMAN
N06962.CDS.1	ARHL1_HUMAN
B57436.CDS.1	ARHL2_HUMAN
XM644113.CDS.2	ARH_HUMAN
GG03670574.CDS.2	ARI1A_HUMAN
O58828.CDS.1	ARI1B_HUMAN
OB309543.CDS.1	ARI1_HUMAN
X12558.CDS.1	ARI2O_HUMAN
PZ73305490.CDS.1	ARI2_HUMAN
Q08191.CDS.1	ARI3A_HUMAN
ZT91767123.CDS.2	ARI3B_HUMAN
ZF352737.CDS.3	ARI3C_HUMAN
IU45452880.CDS.1	ARI4A_HUMAN
KM637275.CDS.1	ARI4B_HUMAN
ZR29600942	ARI5A_HUMAN
G89246.CDS.1	ARI5B_HUMAN
JI99850085.CDS.1	ARID2_HUMAN
OI23196019.CDS.2	ARIP4_HUMAN
L77699.CDS.1	ARK72_HUMAN
EJ619066.CDS.1	ARK73_HUMAN
OS937017.CDS.1	ARK74_HUMAN
Z09218.CDS.2	ARL10_HUMAN
FT32761923	ARL11_HUMAN
ER44249232.CDS.1	ARL14_HUMAN
FP545369.CDS.2	ARL15_HUMAN
QX46188080.CDS.1	ARL16_HUMAN
YN30175802.CDS.1	ARL17_HUMAN
HQ22124828.CDS.1	ARL1_HUMAN
GX216259	ARL2_HUMAN
E68954.CDS.1	ARL3_HUMAN
JB72585690	ARL4A_HUMAN
GI509963.CDS.2	ARL4C_HUMAN
TM480541.CDS.1	ARL4D_HUMAN
EB129958	ARL5A_HUMAN
P85175.CDS.3	ARL5B_HUMAN
W15974.CDS.1	ARL5C_HUMAN
G46609.CDS.1	ARL6_HUMAN
BC35197687.CDS.1	ARL8A_HUMAN
TY052196.CDS.1	ARL8B_HUMAN
PJ611881.CDS.2	ARL9_HUMAN
KY97815900.CDS.1	ARLY_HUMAN
JE603077.CDS.1	ARM10_HUMAN
OA96685088.CDS.3	ARM12_HUMAN
JB56501388.CDS.2	ARMC1_HUMAN
FR04525568.CDS.1	ARMC2_HUMAN
DE77946673.CDS.1	ARMC3_HUMAN
SN167667.CDS.1	ARMC4_HUMAN
ZF95009812	ARMC5_HUMAN
FF38012737.CDS.1	ARMC6_HUMAN
H83400.CDS.2	ARMC7_HUMAN
LL493302.CDS.1	ARMC8_HUMAN
JK66062330.CDS.1	ARMC9_HUMAN
QL37984994	ARMD1_HUMAN
WE139045.CDS.1	ARMD2_HUMAN
FK852624.CDS.1	ARMD3_HUMAN
GR120012.CDS.1	ARMD4_HUMAN
FK832440.CDS.2	ARMS2_HUMAN
TE43798957.CDS.1	ARMT1_HUMAN
GJ90395095.CDS.1	ARMX1_HUMAN
DG793122.CDS.1	ARMX2_HUMAN
NH77902132	ARMX3_HUMAN
BE61084727	ARMX4_HUMAN
WD137297.CDS.3	ARMX5_HUMAN
PM386595	ARMX6_HUMAN
S43551.CDS.1	ARNT2_HUMAN
SX797675.CDS.1	ARNT_HUMAN
JK960089.CDS.2	AROS_HUMAN
MS201628.CDS.2	ARP10_HUMAN
H41156.CDS.3	ARP19_HUMAN
KT947125	ARP21_HUMAN
A29261	ARP2_HUMAN
OP735925.CDS.1	ARP3B_HUMAN
WS264290.CDS.1	ARP3C_HUMAN
JE638659.CDS.1	ARP3_HUMAN
FA32860951	ARP5L_HUMAN
FP01089132.CDS.1	ARP5_HUMAN
JY076506.CDS.1	ARP6_HUMAN
B57512.CDS.1	ARP8_HUMAN
NE304369.CDS.1	ARPC2_HUMAN
QN40234679.CDS.1	ARPC3_HUMAN
DK864301.CDS.2	ARPC4_HUMAN
QI256938.CDS.1	ARPC5_HUMAN
OJ128070.CDS.3	ARPIN_HUMAN
X90904.CDS.1	ARRB1_HUMAN
RS50661478.CDS.1	ARRB2_HUMAN
SD53175902	ARRC_HUMAN
EQ59488323.CDS.3	ARRD1_HUMAN
G60758.CDS.1	ARRD2_HUMAN
HT25805295.CDS.1	ARRD3_HUMAN
HE48823732.CDS.1	ARRD4_HUMAN
F99912.CDS.1	ARRD5_HUMAN
QN460746	ARRS_HUMAN
RC392294	ARSA_HUMAN
PY48763773.CDS.2	ARSB_HUMAN
EU00615118.CDS.1	ARSD_HUMAN
KF40034003.CDS.2	ARSE_HUMAN
OC32764375.CDS.1	ARSF_HUMAN
AF020479.CDS.1	ARSG_HUMAN
W25590.CDS.1	ARSH_HUMAN
AT61976060.CDS.1	ARSI_HUMAN
BT91932402.CDS.1	ARSJ_HUMAN
BJ17998449.CDS.1	ARSK_HUMAN
DM06537598.CDS.1	ARTN_HUMAN
DX220550.CDS.1	ARV1_HUMAN
HE16814255.CDS.2	ARVC_HUMAN
R19118.CDS.1	ARX_HUMAN
GX59642907.CDS.1	ARY1_HUMAN
AG243101	ARY2_HUMAN
UZ75804033.CDS.1	AS3MT_HUMAN
HS11026953	ASA2B_HUMAN
AY123885.CDS.1	ASAH1_HUMAN
QE268017.CDS.1	ASAH2_HUMAN
HX28490157.CDS.1	ASAP1_HUMAN
FK70952863.CDS.1	ASAP2_HUMAN
HL592259.CDS.2	ASAP3_HUMAN
YL981816.CDS.3	ASAS1_HUMAN
SW07498831.CDS.1	ASB10_HUMAN
MJ280991.CDS.1	ASB11_HUMAN
NC192074.CDS.3	ASB12_HUMAN
HR50753938.CDS.2	ASB13_HUMAN
RN39575705.CDS.1	ASB14_HUMAN
RG80738316.CDS.1	ASB15_HUMAN
WZ853336.CDS.1	ASB16_HUMAN
QO89108849.CDS.3	ASB17_HUMAN
ZZ928340.CDS.1	ASB18_HUMAN
YY07290623.CDS.1	ASB1_HUMAN
H35085.CDS.1	ASB2_HUMAN
X40691.CDS.2	ASB3_HUMAN
LL231571.CDS.2	ASB4_HUMAN
SY09547456.CDS.1	ASB5_HUMAN
O91745.CDS.1	ASB6_HUMAN
AF95587768.CDS.3	ASB7_HUMAN
D28998.CDS.1	ASB8_HUMAN
L20046	ASB9_HUMAN
EK658652	ASCC1_HUMAN
FX314460.CDS.3	ASCC2_HUMAN
XQ65254596.CDS.1	ASCC3_HUMAN
OX454187.CDS.1	ASCL1_HUMAN
CN40331256.CDS.1	ASCL2_HUMAN
UR533964.CDS.1	ASCL3_HUMAN
DS007797.CDS.3	ASCL4_HUMAN
BC796451.CDS.1	ASCL5_HUMAN
G88525.CDS.2	ASC_HUMAN
C43435.CDS.1	ASF1A_HUMAN
LK575748.CDS.1	ASF1B_HUMAN
GC869873.CDS.1	ASGL1_HUMAN
OQ89005437.CDS.1	ASGR1_HUMAN
DM338356.CDS.1	ASGR2_HUMAN
CH761939.CDS.1	ASH1L_HUMAN
PK446434.CDS.2	ASH2L_HUMAN
Q93859.CDS.2	ASHWN_HUMAN
G44206.CDS.2	ASIC1_HUMAN
DM50771885.CDS.1	ASIC2_HUMAN
E38240.CDS.1	ASIC3_HUMAN
WB93285814.CDS.2	ASIC4_HUMAN
Y03943.CDS.2	ASIC5_HUMAN
QC205915.CDS.1	ASIP_HUMAN
N95547.CDS.3	ASM3A_HUMAN
TO661756.CDS.1	ASM3B_HUMAN
UQ45242022.CDS.1	ASML_HUMAN
FK90637283.CDS.1	ASMT_HUMAN
M63745.CDS.2	ASM_HUMAN
AH23118697.CDS.1	ASNA_HUMAN
KX77535392.CDS.2	ASND1_HUMAN
RX77560556.CDS.1	ASNS_HUMAN
RU255078.CDS.1	ASPC1_HUMAN
ZE64748950.CDS.1	ASPD_HUMAN
